L_LONGMIN;Geometry;display;catégorie;;;
Boulevard Berthier;"{""coordinates"": [[[2.2933210287212265, 48.88557543473955], [2.2932976208870537, 48.88546339252664]], [[2.2947974964582913, 48.88612283151883], [2.2936269474855435, 48.88567996179328], [2.2933210287212265, 48.88557543473955]], [[2.2947974964582913, 48.88612283151883], [2.29463808973985, 48.88628005817466], [2.2945174978358818, 48.88624370713768], [2.2930159323154067, 48.88588552237082], [2.292987013561891, 48.88584494457237], [2.29301961411135, 48.88580317418831], [2.2932333024985714, 48.88564573043283], [2.2933210287212265, 48.88557543473955]], [[2.297478074103004, 48.88706919148081], [2.2957850283208057, 48.886466720903734], [2.2955034682371407, 48.88637948409454], [2.2947974964582913, 48.88612283151883]], [[2.2982561187262087, 48.8873470608318], [2.298091713369662, 48.88731918018435], [2.2980191766971334, 48.88728674773429], [2.297987957857239, 48.88723131876831], [2.2980824191542193, 48.88722966919973], [2.2981526035475826, 48.887260567954975], [2.2982561187262087, 48.8873470608318]], [[2.2991592187990477, 48.88777857929294], [2.2982561187262087, 48.8873470608318]], [[2.3003382112230284, 48.8883399206616], [2.300029214860473, 48.88824305548288], [2.2996569350123397, 48.88806855787003], [2.2992761948532507, 48.887883469388896], [2.2991592187990477, 48.88777857929294]], [[2.3003382112230284, 48.8883399206616], [2.300067473679709, 48.888143246601146], [2.2997493710931933, 48.88798741228873], [2.2993640570730016, 48.88779868201227], [2.2991592187990477, 48.88777857929294]], [[2.3013648527763007, 48.88882710176251], [2.300853648224674, 48.88858468034909], [2.3003382112230284, 48.8883399206616]], [[2.303666014021578, 48.88977979254927], [2.3021599968191424, 48.88906997094185], [2.301657076818836, 48.8888540775995], [2.3013648527763007, 48.88882710176251]], [[2.303666014021578, 48.88977979254927], [2.3035718688011806, 48.889880860189706], [2.303177187234854, 48.88968788832204], [2.3013648527763007, 48.88882710176251]], [[2.3035718688011806, 48.889880860189706], [2.3034695735057555, 48.88995803913675]], [[2.303944131447916, 48.88991473505711], [2.303666014021578, 48.88977979254927]], [[2.303944131447916, 48.88991473505711], [2.303876830509295, 48.88993184475554], [2.3038065135282553, 48.89000928183384]], [[2.3034695735057555, 48.88995803913675], [2.3028906508954523, 48.88966962788498], [2.3020732197364833, 48.88928154505706], [2.301865755192216, 48.889199467926616], [2.301487456587718, 48.8890212898621], [2.3013648527763007, 48.88882710176251]], [[2.3038065135282553, 48.89000928183384], [2.303634236813085, 48.88991137740482], [2.3035718688011806, 48.889880860189706]], [[2.3038065135282553, 48.89000928183384], [2.303894533316504, 48.89005931958583], [2.303970997352721, 48.890093362991344]], [[2.3038065135282553, 48.89000928183384], [2.303717486014314, 48.89009172724864]], [[2.3041628263135223, 48.890021299523994], [2.303944131447916, 48.88991473505711]], [[2.3041628263135223, 48.890021299523994], [2.304071624001068, 48.890016506681796], [2.303970997352721, 48.890093362991344]], [[2.303717486014314, 48.89009172724864], [2.3034695735057555, 48.88995803913675]], [[2.303970997352721, 48.890093362991344], [2.303970188557039, 48.890093673055034], [2.3038616123273092, 48.89016223621747]], [[2.303970997352721, 48.890093362991344], [2.304024861145573, 48.89011734640251], [2.304029902347154, 48.89012077516514], [2.3044037145903364, 48.89028279390294]], [[2.3038616123273092, 48.89016223621747], [2.303797716406164, 48.89013171923998], [2.303717486014314, 48.89009172724864]], [[2.304561839089177, 48.8902182232683], [2.3041628263135223, 48.890021299523994]], [[2.304561839089177, 48.8902182232683], [2.3044037145903364, 48.89028279390294], [2.3042251082685277, 48.890336921028364], [2.3038616123273092, 48.89016223621747]], [[2.3065590479219567, 48.89131858609679], [2.3044297763324972, 48.89029408797366], [2.3044037145903364, 48.89028279390294]], [[2.3065590479219567, 48.89131858609679], [2.3063389087349706, 48.89106066101363], [2.304561839089177, 48.8902182232683]], [[2.3065590479219567, 48.89131858609679], [2.3064452614094813, 48.89136471910572], [2.306366042094892, 48.8913631990409], [2.3062364212562385, 48.891305934402446], [2.30500236870305, 48.890708459635235], [2.3042251082685277, 48.890336921028364]], [[2.3092391104372267, 48.89258444589585], [2.308622906220134, 48.89244912949845], [2.308310994801621, 48.89230076503716], [2.306932678364142, 48.89164508253278], [2.3067337300645834, 48.89154593122169], [2.3064705874898315, 48.891416981803424], [2.3064452614094813, 48.89136471910572]], [[2.3092391104372267, 48.89258444589585], [2.308475722675026, 48.89223200964765], [2.3083524637428994, 48.89217496397533], [2.3070452303003375, 48.891554407252535], [2.3065590479219567, 48.89131858609679]], [[2.3092391104372267, 48.89258444589585], [2.3087716344946183, 48.892242819316], [2.3069967635043995, 48.891390116483436], [2.3065590479219567, 48.89131858609679]], [[2.311285201755354, 48.893456759712684], [2.310367392100242, 48.893105561145234], [2.3092391104372267, 48.89258444589585]], [[2.3125915579836582, 48.89411396490171], [2.311870034286734, 48.893810336897864], [2.3115167060453117, 48.89364274932632], [2.311285201755354, 48.893456759712684]], [[2.313300618923417, 48.89413978766421], [2.3121034018058233, 48.893653252629726], [2.311799978248356, 48.893661141025795], [2.311285201755354, 48.893456759712684]], [[2.313300618923417, 48.89413978766421], [2.3135763447727715, 48.89423631011605], [2.3136263469826432, 48.89428383821916], [2.3136231143729353, 48.89428384667073], [2.313619485544146, 48.89428390681074], [2.313615828727567, 48.89428402074957], [2.313612184600667, 48.89428420670705], [2.3136085399996245, 48.89428442863462], [2.3136049080882346, 48.89428472258076], [2.313601289459366, 48.89428504358266], [2.3135976835202303, 48.8942854366031], [2.3135941040274988, 48.894285892727716], [2.3135905239420165, 48.89428639381501], [2.3135869704213716, 48.89428694901392], [2.3135834299461884, 48.894287549253754], [2.3135799159173662, 48.8942882125977], [2.313576414696661, 48.89428893896772], [2.3135729540348717, 48.89428969254978], [2.3135695197008492, 48.89429051822865], [2.3135661119318103, 48.894291398019135], [2.3135627446030007, 48.894292314014244], [2.3135594037204923, 48.89429329311361], [2.3135560895215037, 48.89429431733202], [2.313552815644162, 48.89429538674766], [2.313549581969892, 48.89429651035315], [2.313546388498791, 48.89429768814842], [2.3135432353492127, 48.89429891114098], [2.313540122521357, 48.894300179330784], [2.3135370636533508, 48.894301492796004], [2.3135340452255218, 48.89430284246597], [2.313531080520298, 48.89430425539648], [2.313528156255345, 48.89430570453172], [2.3135252995884623, 48.8943071990206], [2.313522469723508, 48.89430872963602], [2.3135197209761835, 48.89431031467584], [2.313517012669122, 48.89431193592036], [2.3135143585589257, 48.894313584455226], [2.3135117718097518, 48.894315296328905], [2.313509239257444, 48.89431703549289], [2.313506774421669, 48.894318811018024], [2.313504363664392, 48.894320622826086], [2.3135020205050782, 48.89432247998779], [2.3134997452995525, 48.89432435552548], [2.313497537692096, 48.894326276416855], [2.313495384281516, 48.89432822459864], [2.3134933122258268, 48.89433020921969], [2.313491308005264, 48.89433222120934], [2.313491072716965, 48.894332480664474], [2.313489371264208, 48.89433428754523], [2.3134875164709348, 48.89433634535762], [2.3134857156374076, 48.89433844844553], [2.3134840100341942, 48.89434057006585], [2.3134823583907367, 48.89434273696167], [2.313480788457939, 48.89434491331916], [2.3134793001171317, 48.89434710813082], [2.3134778932497455, 48.894349330389296], [2.313476554454798, 48.894351562031225], [2.313475283376565, 48.894353830034305], [2.3134741210482725, 48.894356125640556], [2.313473027029502, 48.894358412645154], [2.3134720008460476, 48.89436072701834], [2.3134710561360667, 48.894363068838345], [2.3134702071307145, 48.89436539322051], [2.313469425842129, 48.89436775396383], [2.3134693543308593, 48.8943680053646], [2.3131821427058563, 48.89433566452639], [2.3131485247990344, 48.89432304305226], [2.3125915579836582, 48.89411396490171]], [[2.3131485247990344, 48.89432304305226], [2.313256723233451, 48.89423941489611], [2.3132872082227265, 48.894200019448135], [2.313300618923417, 48.89413978766421]], [[2.312860679904862, 48.894614643338365], [2.3125915579836582, 48.89411396490171]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue de Choiseul;"{""coordinates"": [[2.3359395778958727, 48.868878738514404], [2.335939570459744, 48.86892316600357], [2.335956592536643, 48.86969780108627], [2.3359574229806306, 48.869786651693154], [2.335961631821359, 48.87018475971378], [2.3359556104658425, 48.871114789104006], [2.335954791732904, 48.871278464596934]], ""type"": ""LineString""}";true;personne;;;
Port de la Rapée;"{""coordinates"": [[[2.371345831407878, 48.842211934293765], [2.37188899021718, 48.84194246987193], [2.373247509405521, 48.84087226802806], [2.373426512497875, 48.84068222623332], [2.3739702767514275, 48.840195640244], [2.3744640627506968, 48.8396595771519], [2.3747311549821224, 48.83942980132757], [2.3749629603066977, 48.83921336691807], [2.375053687845062, 48.83916674130425], [2.3751755060015705, 48.83914632358088]], [[2.371064914665884, 48.84267030093071], [2.3710720673055086, 48.842543906402675], [2.3710938742669425, 48.84249824358278], [2.371246656867314, 48.84236845949376], [2.371345831407878, 48.842211934293765]], [[2.369105014511558, 48.84405488873085], [2.369186427529763, 48.84394363554803], [2.3692383967137367, 48.84386822843695], [2.3692929635373323, 48.84380334851167], [2.370099967158733, 48.84309474955233], [2.371345831407878, 48.842211934293765]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Louis Armand;"{""coordinates"": [[[2.279168550375727, 48.83240578882874], [2.279234419108406, 48.83257517888381], [2.2804462037825783, 48.83214539569651], [2.2806583405828422, 48.832085244253484]], [[2.2789209385769675, 48.83269718762326], [2.279234419108406, 48.83257517888381]], [[2.2789209385769675, 48.83269718762326], [2.278613820980003, 48.83276783448274], [2.2773275865330493, 48.833236622905844], [2.2771193731099157, 48.833351177492744], [2.277355475822264, 48.83329443251082], [2.2789209385769675, 48.83269718762326]]], ""type"": ""MultiLineString""}";true;résistant;ingénieur;;
Avenue Hoche;"{""coordinates"": [[2.305111413033159, 48.87798924830296], [2.301686414306813, 48.87655137519001], [2.301582554122785, 48.87651618966777], [2.3012324148853063, 48.87636903783811], [2.2984630910195194, 48.875206558834776], [2.296945252544446, 48.87457357374723], [2.2959519756671054, 48.87415540544229]], ""type"": ""LineString""}";true;personne;;;
Place du Maroc;"{""coordinates"": [[2.3692624444986428, 48.88643301012039], [2.369393122714281, 48.88645828599349], [2.3693940467408354, 48.886559905617844], [2.3693351589896845, 48.88665695639923], [2.369180420835695, 48.88665448650365], [2.369065252520792, 48.88661080200932], [2.3690732282214566, 48.88651417556925], [2.369144926700076, 48.88643695957101], [2.3692624444986428, 48.88643301012039]], ""type"": ""LineString""}";true;guerre;;;
Boulevard des Invalides;"{""coordinates"": [[2.3152362081355227, 48.857963165137576], [2.315031765947232, 48.85615999470266], [2.3147278810886474, 48.85364961775306], [2.3145116174310174, 48.85183293510739], [2.314486687316369, 48.85141164052813], [2.3145038047898665, 48.85134943100656], [2.3144535154002073, 48.85099221419442], [2.3143560572416315, 48.850790630930426], [2.3145104342173863, 48.85053987467876], [2.3151249198793358, 48.8494421632159], [2.315782064280284, 48.84828185325253], [2.3159713435967215, 48.847934244119514], [2.3162406622365395, 48.84744147636008], [2.3164258843349765, 48.84715545840146]], ""type"": ""LineString""}";true;batiment;;;
Port des Invalides;"{""coordinates"": [[2.311661840664592, 48.863109038868856], [2.3134806513388844, 48.86315949822959], [2.317306724393275, 48.86324853044118]], ""type"": ""LineString""}";true;batiment;;;
Rue de Cronstadt;"{""coordinates"": [[2.30270611223521, 48.83535287974392], [2.3027016784977947, 48.83528611141564], [2.3009094406257447, 48.83295770131576]], ""type"": ""LineString""}";true;paix;;;
Villa Curial;"{""coordinates"": [[[2.3705229115658475, 48.890613421654436], [2.3706206867848376, 48.890583835306], [2.370782120903416, 48.89055119296005], [2.370923778671724, 48.89048813935731], [2.3710888330975557, 48.89045833049431]], [[2.3705229115658475, 48.890613421654436], [2.370511919221764, 48.890641620558235], [2.3706026551020365, 48.890695697092255], [2.370740930185645, 48.89078394579476], [2.3708532041775583, 48.89074974998496], [2.3710820677884508, 48.890689861318485], [2.371285073776909, 48.89068411051373], [2.371388730598213, 48.890692613714556], [2.371436281311834, 48.89074957454833], [2.3714406643607857, 48.89083500612214], [2.3714191209807747, 48.89092044548649], [2.371363031861202, 48.89100022662], [2.3712680616879345, 48.89106290533246], [2.3711471464177585, 48.8911056536551], [2.3709744179484185, 48.891154128162505], [2.3708146274353057, 48.8911826605036], [2.3706375646657434, 48.891202657225904], [2.370473426644795, 48.89120270274394], [2.3703438323206716, 48.89116571576705], [2.3702574051000345, 48.89111731845388], [2.3701925824968844, 48.891057532387315], [2.3701795930481633, 48.89099487129408], [2.370188179203498, 48.890932224751886], [2.3701363321280637, 48.890886662210725], [2.369989479809422, 48.89090094431136], [2.369782191567465, 48.89094941514071], [2.3695878832673536, 48.89102068879467], [2.369419477132693, 48.891069147851624], [2.369373251342697, 48.891106765850616], [2.369384906417863, 48.89105205855186], [2.36933583211059, 48.8909938118479], [2.3693011939206357, 48.89096991430269], [2.369273179652886, 48.89093624003812], [2.3692681937944244, 48.8908873536317], [2.369273105011227, 48.89082868976772], [2.3693422763485157, 48.890792811427566], [2.3694872600789894, 48.890781910723724], [2.3695416209351152, 48.89077862664102], [2.3695992938109356, 48.89077100725297], [2.3697590867418037, 48.89072532647324], [2.3699374992613573, 48.8906759573082], [2.370012768332837, 48.89065681106931], [2.3701248021598373, 48.89064699528747], [2.370259899144654, 48.89063935114732], [2.370408183557806, 48.89063063405412], [2.3705229115658475, 48.890613421654436]], [[2.369373251342697, 48.891106765850616], [2.3690113862190345, 48.891188883176895], [2.3687898458378127, 48.89120118741632]], [[2.369373251342697, 48.891106765850616], [2.3693820634768965, 48.891173056275754], [2.3694282590509745, 48.891270821957114], [2.3695107299451657, 48.89139248472235], [2.369566843961469, 48.89152718370991], [2.369652608362398, 48.8916618768593], [2.369672443363051, 48.89176400923042]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Eblé;"{""coordinates"": [[2.3151249198793358, 48.8494421632159], [2.313839168823472, 48.84913040767791], [2.3127057200717998, 48.84886812362824], [2.312325058067204, 48.84879034497497], [2.3121921911343044, 48.848795543982504]], ""type"": ""LineString""}";true;personne;;;
Rue Antoine Hajje;"{""coordinates"": [[2.2851276455243887, 48.84618105888189], [2.285761990111347, 48.84592589313795]], ""type"": ""LineString""}";true;résistant;;;
Rue Agrippa d'Aubigné;"{""coordinates"": [[2.3615208217502506, 48.849695717765336], [2.362791023048636, 48.85038140383365], [2.3629076915686023, 48.850444773134285]], ""type"": ""LineString""}";true;personne;;;
Rue de Castiglione;"{""coordinates"": [[2.3272570974103526, 48.86530366841787], [2.3278600955236994, 48.86594472879107], [2.328513817184027, 48.866583839886225], [2.3285755023246426, 48.86661023998307]], ""type"": ""LineString""}";true;bataille;;;
Pont du Carrousel;"{""coordinates"": [[[2.332763337916949, 48.858414067096554], [2.3326610797110217, 48.858632785746245], [2.3325922549420746, 48.85877382491014]], [[2.3324457936145544, 48.85850849973769], [2.3325336168224773, 48.85866760823464], [2.3325922549420746, 48.85877382491014]], [[2.33203470978885, 48.85863987642476], [2.3322834641964993, 48.85866893772769], [2.3323894930680202, 48.85870494575761], [2.3325922549420746, 48.85877382491014], [2.3329100924929262, 48.85934959891897], [2.333221011992651, 48.8599169242746], [2.333215826458754, 48.85994828270585], [2.333331456767864, 48.86007783078985], [2.333362943236899, 48.86014382962777]]], ""type"": ""MultiLineString""}";true;pratique;local;;
Passage Châtelet;"{""coordinates"": [[2.324639674689769, 48.89691078255708], [2.3249038136188402, 48.897069446137294], [2.3246540123113903, 48.89735224103411], [2.3246155282285224, 48.89748409821839]], ""type"": ""LineString""}";true;batiment;;;
